"Código","Unidade Territorial","UF","Referência","total de pessoas elegíveis ao recebimento do auxílio emergencial","Soma do total a ser repassado pelo Auxílio emergencial e pela extensão do auxílio (todos os públicos)","Pessoas elegíveis do público Cadastro Único (sem bolsa)","Valor total a ser repassado para público Cadastro Único (sem bolsa)","Pessoas elegíveis do público Aplicativo Caixa","Valor total a ser repassado para público Aplicativo Caixa","Pessoas elegíveis por meio Judicial","Valor total a ser repassado para público Judicial","Valor total a ser repassado para público Bolsa Família"
"310490","BAEPENDI","MG","2020","6235","26189374","1247","5049300.0","3193","13142100.0","7","27000.0","7970974"
"310500","BALDIM","MG","2020","2948","12353753","569","2337300.0","1478","5876400.0","1","3000.0","4137053"
"310510","BAMBUÍ","MG","2020","6667","28000290","979","4091100.0","4948","20312400.0","0","0","3596790"
"310520","BANDEIRA","MG","2020","1752","7001933","452","1768500.0","409","1643100.0","0","0","3590333"
"310530","BANDEIRA DO SUL","MG","2020","2055","8412852","398","1606200.0","1421","5808900.0","1","3000.0","994752"
"310540","BARÃO DE COCAIS","MG","2020","7903","34074636","1270","5327100.0","4840","19709400.0","2","6000.0","9032136"
"310550","BARÃO DE MONTE ALTO","MG","2020","1839","7697748","500","2002500.0","632","2529600.0","0","0","3165648"
"310560","BARBACENA","MG","2020","35195","150127412","6887","28473900.0","21917","89315100.0","52","177000.0","32161412"
"310570","BARRA LONGA","MG","2020","1938","7983058","278","1085700.0","823","3197700.0","0","0","3699658"
"310590","BARROSO","MG","2020","6736","28243533","1652","6426000.0","2693","10718400.0","5","15000.0","11084133"
"310600","BELA VISTA DE MINAS","MG","2020","2949","12594624","596","2422500.0","1545","6315000.0","0","0","3857124"
"310610","BELMIRO BRAGA","MG","2020","902","3968578","177","730800.0","496","2077800.0","0","0","1159978"
"310620","BELO HORIZONTE","MG","2020","692698","2912167578","78653","338080800.0","532361","2168258700.0","627","2247400.0","403580678"
"310630","BELO ORIENTE","MG","2020","11008","46263306","1460","5896500.0","6791","27188400.0","5","18000.0","13160406"
"310640","BELO VALE","MG","2020","2748","11423250","512","2078100.0","1580","6401100.0","1","3000.0","2941050"
"310650","BERILO","MG","2020","3583","14014934","982","3665400.0","892","3497100.0","2","6000.0","6846434"
"310660","BERTÓPOLIS","MG","2020","1919","7755665","313","1349700.0","443","1782300.0","0","0","4623665"
"310665","BERIZAL","MG","2020","1801","7449894","292","1119900.0","310","1209900.0","0","0","5120094"
"310670","BETIM","MG","2020","134648","586533998","22523","100963200.0","80516","327224100.0","79","246600.0","158100098"
"310680","BIAS FORTES","MG","2020","1233","5390653","118","475200.0","452","1849200.0","1","3000.0","3063253"
"310690","BICAS","MG","2020","4083","17709631","705","2950500.0","2417","10014300.0","2","6000.0","4738831"
"310700","BIQUINHAS","MG","2020","867","3684521","155","673200.0","402","1625700.0","0","0","1385621"
"310710","BOA ESPERANÇA","MG","2020","12697","53091934","3095","12646500.0","7774","31152600.0","3","9000.0","9283834"
"310720","BOCAINA DE MINAS","MG","2020","1901","7896883","245","983400.0","900","3687900.0","0","0","3225583"
"310730","BOCAIÚVA","MG","2020","16848","73934685","3466","14490600.0","6314","25196100.0","9","33000.0","34214985"
"310740","BOM DESPACHO","MG","2020","14279","60292439","2940","12380100.0","9388","38025300.0","2","6000.0","9881039"
"310750","BOM JARDIM DE MINAS","MG","2020","2345","10101461","485","2028900.0","1212","5022900.0","0","0","3049661"
"310760","BOM JESUS DA PENHA","MG","2020","1377","5706792","272","1098900.0","789","3159900.0","2","9000.0","1438992"
"310770","BOM JESUS DO AMPARO","MG","2020","1898","8089955","434","1788300.0","905","3753300.0","0","0","2548355"
"310780","BOM JESUS DO GALHO","MG","2020","6053","25558908","1176","5117100.0","1539","6026100.0","2","6000.0","14409708"
"310790","BOM REPOUSO","MG","2020","4815","20271207","1064","4457400.0","2263","9286200.0","3","11400.0","6516207"
"310800","BOM SUCESSO","MG","2020","5495","22980913","1742","7079700.0","3115","12931200.0","0","0","2970013"
"310810","BONFIM","MG","2020","2710","11145051","409","1638000.0","1334","5323800.0","3","9000.0","4174251"
"310820","BONFINÓPOLIS DE MINAS","MG","2020","1796","7550121","564","2276700.0","820","3401100.0","0","0","1872321"
"310825","BONITO DE MINAS","MG","2020","3528","13645238","493","1919400.0","581","2297100.0","0","0","9428738"
"310830","BORDA DA MATA","MG","2020","5293","22171538.4","827","3453000.0","3522","14440500.0","3","8902.4","4269136"
"310840","BOTELHOS","MG","2020","4833","20378970","976","4083600.0","3034","12319800.0","3","9000.0","3966570"
"310850","BOTUMIRIM","MG","2020","2192","9102083","283","1054500.0","579","2308500.0","0","0","5739083"
"310855","BRASILÂNDIA DE MINAS","MG","2020","4890","22219217","930","4029000.0","2143","8747400.0","0","0","9442817"
"310860","BRASÍLIA DE MINAS","MG","2020","12382","51453909","2750","10747800.0","3778","14928900.0","2","6000.0","25771209"
"310870","BRÁS PIRES","MG","2020","1558","6617603","247","976200.0","526","2133300.0","0","0","3508103"
"310880","BRAÚNAS","MG","2020","1780","7171992","392","1514400.0","566","2214300.0","0","0","3443292"
"310890","BRASÓPOLIS","MG","2020","5076","20889382","1714","7133700.0","2667","10696200.0","2","6000.0","3053482"
"310900","BRUMADINHO","MG","2020","10822","45297252","1932","8268900.0","7294","29737800.0","3","9000.0","7281552"
"310910","BUENO BRANDÃO","MG","2020","3919","16088526","1533","6261000.0","1892","7674300.0","2","9000.0","2144226"
"310920","BUENÓPOLIS","MG","2020","3136","13741918","694","2787900.0","1253","5020200.0","1","3000.0","5930818"
"310925","BUGRE","MG","2020","1572","6423002","307","1199700.0","500","1944600.0","0","0","3278702"
"310930","BURITIS","MG","2020","9365","41032433","2319","9615900.0","3735","15266700.0","3","9000.0","16140833"
"310940","BURITIZEIRO","MG","2020","8453","38114490","1624","6510300.0","2641","10165800.0","3","13800.0","21424590"
"310945","CABECEIRA GRANDE","MG","2020","2206","9817871","508","2124300.0","913","3877500.0","1","3000.0","3813071"
"310950","CABO VERDE","MG","2020","3682","14976112","1037","4205400.0","1699","6782400.0","1","3000.0","3985312"
"310960","CACHOEIRA DA PRATA","MG","2020","1204","4959789","440","1740900.0","518","2089200.0","1","3000.0","1126689"
"310970","CACHOEIRA DE MINAS","MG","2020","3270","13455781","731","3033000.0","2064","8352300.0","7","24000.0","2046481"
"310980","CACHOEIRA DOURADA","MG","2020","545","2389533","102","421500.0","322","1370700.0","0","0","597333"
"310990","CAETANÓPOLIS","MG","2020","3276","14073632","552","2275500.0","1921","8008800.0","2","6000.0","3783332"
"311000","CAETÉ","MG","2020","11632","50928803","1785","7645800.0","7576","31355400.0","4","12000.0","11915603"
"311010","CAIANA","MG","2020","1994","8379755","409","1665900.0","878","3586200.0","0","0","3127655"
"311020","CAJURI","MG","2020","1379","5582085","419","1625400.0","426","1633200.0","2","6000.0","2317485"
"311030","CALDAS","MG","2020","4352","18387183","711","2962500.0","2836","11682900.0","1","3000.0","3738783"
"311040","CAMACHO","MG","2020","1007","4094615","173","710700.0","622","2498100.0","0","0","885815"
"311050","CAMANDUCAIA","MG","2020","7517","31999440","944","3915000.0","5191","21627600.0","4","15000.0","6441840"
"311060","CAMBUÍ","MG","2020","8510","35508348","1495","6214500.0","5814","23573400.0","10","33000.0","5687448"
"311070","CAMBUQUIRA","MG","2020","4088","17358731","923","3738000.0","1975","8050500.0","10","33000.0","5537231"
"311080","CAMPANÁRIO","MG","2020","1522","6705981","322","1328100.0","470","1867200.0","0","0","3510681"
"311090","CAMPANHA","MG","2020","5055","21268385","1054","4357500.0","2872","11667900.0","5","18000.0","5224985"
"311100","CAMPESTRE","MG","2020","7131","29382901","1700","7077600.0","4669","19023900.0","4","12000.0","3269401"
"311110","CAMPINA VERDE","MG","2020","5202","23288954","1439","6125400.0","2667","11271900.0","0","0","5891654"
"311115","CAMPO AZUL","MG","2020","1600","6670607","313","1311600.0","233","958500.0","0","0","4400507"
"311120","CAMPO BELO","MG","2020","15219","63717807","3261","13456200.0","9363","37316400.0","3","15000.0","12930207"
"311130","CAMPO DO MEIO","MG","2020","3982","16236251","744","2928900.0","2112","8396700.0","2","6000.0","4904651"
"311140","CAMPO FLORIDO","MG","2020","2225","10212969","493","2212200.0","1084","4608600.0","1","3000.0","3389169"
"311150","CAMPOS ALTOS","MG","2020","4136","17115538","633","2640000.0","2600","10570200.0","1","3000.0","3902338"
"311160","CAMPOS GERAIS","MG","2020","8495","35377572","2026","8076300.0","4687","18915300.0","2","6000.0","8379972"
"311170","CANAÃ","MG","2020","1730","7136698","315","1291500.0","729","2905200.0","1","3000.0","2936998"
"311180","CANÁPOLIS","MG","2020","3290","14364931","487","2093400.0","2280","9655500.0","4","15000.0","2601031"
"311190","CANA VERDE","MG","2020","1922","7839628","502","2024700.0","900","3603300.0","0","0","2211628"
"311200","CANDEIAS","MG","2020","4617","18938094","1057","4306800.0","2602","10293600.0","0","0","4337694"
"311205","CANTAGALO","MG","2020","1545","6304356","352","1330200.0","527","2064300.0","0","0","2909856"
"311210","CAPARAÓ","MG","2020","2269","9350236","284","1169700.0","875","3459000.0","0","0","4721536"
"311220","CAPELA NOVA","MG","2020","1643","6773988","292","1199400.0","726","2887800.0","1","3000.0","2683788"
"311230","CAPELINHA","MG","2020","14457","61752496","4139","17040000.0","5918","24456600.0","7","21000.0","20234896"
"311240","CAPETINGA","MG","2020","2011","8627287","366","1544400.0","1122","4584900.0","0","0","2497987"
"311250","CAPIM BRANCO","MG","2020","3037","12764240","514","2125500.0","2031","8280600.0","1","3000.0","2355140"
"311260","CAPINÓPOLIS","MG","2020","4613","19515982","1175","4815000.0","2443","9891000.0","3","9000.0","4800982"
"311265","CAPITÃO ANDRADE","MG","2020","2109","8770994","455","1819200.0","723","2880000.0","1","3000.0","4068794"
"311270","CAPITÃO ENÉAS","MG","2020","5102","21981215","845","3417600.0","1743","6939300.0","0","0","11624315"
"311280","CAPITÓLIO","MG","2020","2930","12146369","632","2665500.0","2086","8459700.0","0","0","1021169"
"311290","CAPUTIRA","MG","2020","3753","15240267","587","2288700.0","1187","4905900.0","0","0","8045667"
"311300","CARAÍ","MG","2020","7337","31415684","997","4143000.0","1940","7861800.0","2","6000.0","19404884"
"311310","CARANAÍBA","MG","2020","1100","4661479","259","1028100.0","416","1662000.0","0","0","1971379"
"311320","CARANDAÍ","MG","2020","7509","31207581","1621","6593700.0","3745","15057600.0","1","3000.0","9553281"
"311330","CARANGOLA","MG","2020","10766","46061101","2053","8427900.0","5447","21785400.0","5","15000.0","15832801"
"311340","CARATINGA","MG","2020","27500","116861604","5428","23167500.0","16731","68120100.0","7","24000.0","25550004"
"311350","CARBONITA","MG","2020","3045","12895964","939","3782400.0","875","3532800.0","0","0","5580764"
"311360","CAREAÇU","MG","2020","2000","8634281","461","1878900.0","1077","4380600.0","0","0","2374781"
"311370","CARLOS CHAGAS","MG","2020","6944","29590253","1502","5889900.0","2573","10518900.0","1","3000.0","13178453"
"311380","CARMÉSIA","MG","2020","773","3054081","159","606000.0","404","1543800.0","0","0","904281"
"311390","CARMO DA CACHOEIRA","MG","2020","3483","14642251","732","3034800.0","1795","7102500.0","0","0","4504951"
"311400","CARMO DA MATA","MG","2020","3281","13696131","748","3107400.0","1896","7668300.0","0","0","2920431"
"311410","CARMO DE MINAS","MG","2020","3703","15595774","504","2050200.0","2076","8312700.0","3","9000.0","5223874"
"311420","CARMO DO CAJURU","MG","2020","6442","27061981","874","3847800.0","5058","20812800.0","0","0","2401381"
"311430","CARMO DO PARANAÍBA","MG","2020","9833","40958657.01","2022","8316000.0","6402","25567500.0","5","20400.01","7054757"
"311440","CARMO DO RIO CLARO","MG","2020","6374","26364330","1366","5482800.0","3754","15125400.0","1","3000.0","5753130"
"311450","CARMÓPOLIS DE MINAS","MG","2020","5545","22915945","947","3819300.0","3729","15103500.0","0","0","3993145"
"311455","CARNEIRINHO","MG","2020","2427","10894565","355","1522200.0","1696","7264200.0","1","3000.0","2105165"
"311460","CARRANCAS","MG","2020","1251","5145322","267","1067400.0","750","3082200.0","0","0","995722"
"311470","CARVALHÓPOLIS","MG","2020","1221","4916089","409","1660200.0","614","2457900.0","0","0","797989"
"311480","CARVALHOS","MG","2020","1822","7791699","351","1542000.0","721","3013800.0","1","3000.0","3232899"
"311490","CASA GRANDE","MG","2020","619","2515515","133","525600.0","323","1307400.0","0","0","682515"
"311500","CASCALHO RICO","MG","2020","751","3230789","187","832200.0","387","1556100.0","1","3000.0","839489"
"311510","CÁSSIA","MG","2020","5527","23533040","1622","6813000.0","2806","11253600.0","0","0","5466440"
"311520","CONCEIÇÃO DA BARRA DE MINAS","MG","2020","1202","5134130","241","949800.0","449","1807200.0","0","0","2377130"
"311530","CATAGUASES","MG","2020","17834","78057343","3602","15332100.0","11425","47238000.0","6","15600.0","15471643"
"311535","CATAS ALTAS","MG","2020","1532","6315248","430","1719300.0","808","3228300.0","0","0","1367648"
"311540","CATAS ALTAS DA NORUEGA","MG","2020","1223","5023205","144","541800.0","589","2288700.0","0","0","2192705"
"311545","CATUJI","MG","2020","3580","16069934","470","2013000.0","1258","5084100.0","0","0","8972834"
"311547","CATUTI","MG","2020","2113","8562672","398","1626900.0","387","1493100.0","1","3000.0","5439672"
"311550","CAXAMBU","MG","2020","6633","28337173","1324","5475300.0","3744","15465900.0","7","21000.0","7374973"
"311560","CEDRO DO ABAETÉ","MG","2020","361","1575524","112","481200.0","143","539100.0","0","0","555224"
"311570","CENTRAL DE MINAS","MG","2020","2791","11709432","338","1329300.0","1161","4767900.0","1","3000.0","5609232"
"311580","CENTRALINA","MG","2020","2884","13543630","479","2106300.0","1404","5780100.0","5","18600.0","5638630"
"311590","CHÁCARA","MG","2020","1040","4623447","178","768900.0","552","2312100.0","1","3000.0","1539447"
"311600","CHALÉ","MG","2020","2757","11535326","391","1634100.0","812","3218400.0","0","0","6682826"
"311610","CHAPADA DO NORTE","MG","2020","3603","14055481","961","3561300.0","861","3354600.0","1","3000.0","7136581"
"311615","CHAPADA GAÚCHA","MG","2020","4620","19195800","845","3492600.0","1187","4847400.0","0","0","10855800"
"311620","CHIADOR","MG","2020","807","3687588","113","598800.0","392","1572600.0","1","3000.0","1513188"
"311630","CIPOTÂNEA","MG","2020","2294","9481729","387","1513500.0","643","2620800.0","1","6000.0","5341429"
"311640","CLARAVAL","MG","2020","1343","5692076","234","985200.0","799","3221100.0","1","3000.0","1482776"
"311650","CLARO DOS POÇÕES","MG","2020","2892","12186255","567","2289000.0","787","3145200.0","0","0","6752055"
"311660","CLÁUDIO","MG","2020","7675","32544320","1418","6120000.0","5260","21533100.0","0","0","4891220"
"311670","COIMBRA","MG","2020","2602","10760310","722","2791500.0","1045","4196100.0","3","9000.0","3763710"
"311680","COLUNA","MG","2020","3442","14256752","703","2745300.0","983","3996300.0","0","0","7515152"
"311690","COMENDADOR GOMES","MG","2020","809","3793445","164","807900.0","368","1386900.0","0","0","1598645"
"311700","COMERCINHO","MG","2020","2934","11764086","363","1368000.0","445","1841100.0","0","0","8554986"
"311710","CONCEIÇÃO DA APARECIDA","MG","2020","3586","14799503","770","3131100.0","1907","7723800.0","0","0","3944603"
"311720","CONCEIÇÃO DAS PEDRAS","MG","2020","1081","4373718","217","843300.0","536","2163900.0","0","0","1366518"
"311730","CONCEIÇÃO DAS ALAGOAS","MG","2020","8000","37127221","2072","9416100.0","4716","21019500.0","4","10800.0","6680821"
"311740","CONCEIÇÃO DE IPANEMA","MG","2020","1735","7311712","174","772200.0","676","2720400.0","0","0","3819112"
"311750","CONCEIÇÃO DO MATO DENTRO","MG","2020","6948","29015578","1243","4999500.0","2880","11634600.0","7","24000.0","12357478"
"311760","CONCEIÇÃO DO PARÁ","MG","2020","1799","7599929","301","1254900.0","1153","4759200.0","0","0","1585829"
"311770","CONCEIÇÃO DO RIO VERDE","MG","2020","4230","17958411","895","3642000.0","2121","8610600.0","1","3000.0","5702811"
"311780","CONCEIÇÃO DOS OUROS","MG","2020","3367","13977237","689","2860500.0","2177","8841000.0","0","0","2275737"
"311783","CÔNEGO MARINHO","MG","2020","2789","11162693","587","2349000.0","314","1278000.0","0","0","7535693"
"311787","CONFINS","MG","2020","2172","9002922","380","1586100.0","1447","5844000.0","0","0","1572822"
"311790","CONGONHAL","MG","2020","3889","16228753","705","2901600.0","2482","10106400.0","1","600.0","3220153"
"311800","CONGONHAS","MG","2020","13852","58961485","2908","12595800.0","9166","37406100.0","9","36000.0","8923585"
"311810","CONGONHAS DO NORTE","MG","2020","1789","7368663","315","1282200.0","690","2819100.0","0","0","3267363"
"311820","CONQUISTA","MG","2020","1576","6917958","260","1195200.0","940","3791100.0","1","3000.0","1928658"
"311830","CONSELHEIRO LAFAIETE","MG","2020","34506","149097778","5290","24069900.0","26515","110316000.0","16","49200.0","14662678"
"311840","CONSELHEIRO PENA","MG","2020","8171","35249812","860","3622200.0","4455","18014400.0","0","0","13613212"
"311850","CONSOLAÇÃO","MG","2020","672","2767969","143","606600.0","241","975000.0","0","0","1186369"
"311860","CONTAGEM","MG","2020","189063","812367246","21890","96800700.0","137200","558755400.0","145","469800.0","156341346"
"311870","COQUEIRAL","MG","2020","3090","12664866","946","3705600.0","1314","5084400.0","0","0","3874866"
"311880","CORAÇÃO DE JESUS","MG","2020","10043","43087804","1507","5889000.0","3056","12252000.0","5","15000.0","24931804"
"311890","CORDISBURGO","MG","2020","2809","11789026","523","2093100.0","1199","4816200.0","2","6000.0","4873726"
"311900","CORDISLÂNDIA","MG","2020","1059","4546639","251","1063800.0","371","1487400.0","3","9000.0","1986439"
"311910","CORINTO","MG","2020","8066","35764659","1528","6230700.0","4131","16798800.0","0","0","12735159"
"311920","COROACI","MG","2020","3815","15855305","807","3275700.0","1430","5668500.0","0","0","6911105"
"311930","COROMANDEL","MG","2020","9220","40387427","1478","6318900.0","6250","25721700.0","14","63000.0","8283827"
"311940","CORONEL FABRICIANO","MG","2020","31298","131247467","6835","28002000.0","17388","69313800.0","20","64800.0","33866867"
"311950","CORONEL MURTA","MG","2020","3388","13945950","828","3351000.0","897","3628500.0","0","0","6966450"
"311960","CORONEL PACHECO","MG","2020","897","3784719","210","864600.0","450","1847700.0","1","3000.0","1069419"
"311970","CORONEL XAVIER CHAVES","MG","2020","962","3922780","272","1104600.0","515","2075700.0","2","6000.0","736480"
"311980","CÓRREGO DANTA","MG","2020","842","3349776","257","1025100.0","474","1825500.0","0","0","499176"
"311990","CÓRREGO DO BOM JESUS","MG","2020","1127","4632701","216","870000.0","691","2779500.0","0","0","983201"
"311995","CÓRREGO FUNDO","MG","2020","1587","6283895","622","2482500.0","876","3422100.0","0","0","379295"
"312000","CÓRREGO NOVO","MG","2020","1057","4477778","165","694500.0","396","1556400.0","0","0","2226878"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","2020","1574","6385787","372","1450500.0","538","2174700.0","1","3000.0","2757587"
"312015","CRISÓLITA","MG","2020","2205","9154341","294","1189500.0","486","1954200.0","0","0","6010641"
"312020","CRISTAIS","MG","2020","3333","13451853","687","2635200.0","1967","7788000.0","0","0","3028653"
"312030","CRISTÁLIA","MG","2020","2456","10304025","219","913800.0","252","1000200.0","0","0","8390025"
"312040","CRISTIANO OTONI","MG","2020","1583","6584321","454","1860900.0","724","2871000.0","1","3000.0","1849421"
"312050","CRISTINA","MG","2020","3257","13648911","713","2926500.0","1853","7656300.0","1","3000.0","3063111"
"312060","CRUCILÂNDIA","MG","2020","1846","7608727","338","1354800.0","998","4028400.0","0","0","2225527"
"312070","CRUZEIRO DA FORTALEZA","MG","2020","1428","6033113","437","1798800.0","628","2516400.0","1","3000.0","1714913"
"312080","CRUZÍLIA","MG","2020","5274","22716743","904","3670800.0","2796","11583000.0","20","69000.0","7393943"
"312083","CUPARAQUE","MG","2020","1781","7114354","351","1435200.0","855","3402600.0","0","0","2276554"
"312087","CURRAL DE DENTRO","MG","2020","3178","13361226","579","2309400.0","582","2250900.0","0","0","8800926"
"312090","CURVELO","MG","2020","24740","107539751","3670","15669000.0","15826","64994100.0","13","48000.0","26828651"
"312100","DATAS","MG","2020","2229","9341471","735","2886900.0","534","2132400.0","3","9000.0","4313171"
"312110","DELFIM MOREIRA","MG","2020","2777","11305503","627","2549700.0","1436","5837100.0","1","3000.0","2915703"
"312120","DELFINÓPOLIS","MG","2020","2083","8824888","383","1596000.0","1332","5495700.0","0","0","1733188"
"312125","DELTA","MG","2020","2740","12536578","512","2361300.0","1314","5262900.0","0","0","4912378"
"312130","DESCOBERTO","MG","2020","1702","7305903","448","1870800.0","808","3323100.0","1","6000.0","2106003"
"312140","DESTERRO DE ENTRE RIOS","MG","2020","2398","9884830","371","1544100.0","1514","6172200.0","2","6000.0","2162530"
"312150","DESTERRO DO MELO","MG","2020","1106","4574561","161","660000.0","525","2132700.0","0","0","1781861"
"312160","DIAMANTINA","MG","2020","17148","70700544","4015","16135800.0","8567","33749400.0","12","39600.0","20775744"
"312170","DIOGO DE VASCONCELOS","MG","2020","1378","5580498","271","1056000.0","379","1481400.0","1","3000.0","3040098"
"312180","DIONÍSIO","MG","2020","2306","9698006","569","2331900.0","922","3603300.0","0","0","3762806"
"312190","DIVINÉSIA","MG","2020","1271","5274619","319","1298400.0","701","2851200.0","0","0","1125019"
"312200","DIVINO","MG","2020","8156","34062155","2059","8495400.0","2729","10949400.0","1","3000.0","14614355"
"312210","DIVINO DAS LARANJEIRAS","MG","2020","1874","7891320","379","1493100.0","595","2329500.0","0","0","4068720"
"312220","DIVINOLÂNDIA DE MINAS","MG","2020","3220","13194042","658","2716500.0","1127","4519200.0","0","0","5958342"
"312230","DIVINÓPOLIS","MG","2020","66886","280722709","7538","32528100.0","55544","228493200.0","2","6000.0","19695409"
"312235","DIVISA ALEGRE","MG","2020","2805","12104438","647","2628000.0","787","3200700.0","0","0","6275738"
"312240","DIVISA NOVA","MG","2020","1952","7929852","438","1763100.0","1185","4719000.0","1","3000.0","1444752"
"312245","DIVISÓPOLIS","MG","2020","4250","17382427","687","2848800.0","1175","4769100.0","0","0","9764527"
"312247","DOM BOSCO","MG","2020","1423","6191940","368","1476000.0","545","2241900.0","0","0","2474040"
"312250","DOM CAVATI","MG","2020","2011","8273277","578","2385000.0","1004","4031400.0","0","0","1856877"
"312260","DOM JOAQUIM","MG","2020","1609","6824016","209","906000.0","653","2641200.0","0","0","3276816"
"312270","DOM SILVÉRIO","MG","2020","1512","6189041","303","1180200.0","805","3254100.0","1","3000.0","1751741"
"312280","DOM VIÇOSO","MG","2020","1096","4509485","282","1113900.0","610","2492100.0","1","3000.0","900485"
"312290","DONA EUSÉBIA","MG","2020","2196","9180023","395","1638600.0","1415","5819400.0","0","0","1722023"
"312300","DORES DE CAMPOS","MG","2020","2776","11727913","613","2503800.0","1794","7417200.0","0","0","1806913"
"312310","DORES DE GUANHÃES","MG","2020","1754","7141919","432","1735200.0","790","3172800.0","1","3000.0","2230919"
"312320","DORES DO INDAIÁ","MG","2020","4063","17309633","1014","4189200.0","2391","9705600.0","0","0","3414833"
"312330","DORES DO TURVO","MG","2020","1872","7711093","374","1473300.0","806","3278100.0","1","3000.0","2956693"
"312340","DORESÓPOLIS","MG","2020","491","2065980","113","463200.0","241","963300.0","0","0","639480"
"312350","DOURADOQUARA","MG","2020","502","2171254","81","362400.0","294","1179300.0","0","0","629554"
"312352","DURANDÉ","MG","2020","3417","14177772","716","2958300.0","1201","4867200.0","3","9000.0","6343272"
"312360","ELÓI MENDES","MG","2020","7831","33326788","1382","5972100.0","5390","22145100.0","2","6000.0","5203588"
"312370","ENGENHEIRO CALDAS","MG","2020","4062","17122981","794","3265500.0","2063","8120400.0","0","0","5737081"
"312380","ENGENHEIRO NAVARRO","MG","2020","2520","11006725","333","1401300.0","464","1760100.0","1","3000.0","7842325"
"312385","ENTRE FOLHAS","MG","2020","2360","9943371","590","2436600.0","916","3694800.0","1","3000.0","3808971"
"312390","ENTRE RIOS DE MINAS","MG","2020","4771","20021130","1033","4179300.0","2691","11202300.0","0","0","4639530"
"312400","ERVÁLIA","MG","2020","7256","30600379","1369","5713500.0","3852","15936000.0","4","12000.0","8938879"
"312410","ESMERALDAS","MG","2020","27161","119717737","4591","20376600.0","15464","63533400.0","16","46200.0","35761537"
"312420","ESPERA FELIZ","MG","2020","9411","40256225","1401","5874000.0","4997","20578200.0","1","6000.0","13798025"
"312430","ESPINOSA","MG","2020","11501","48570438","2131","8279400.0","3024","12115500.0","1","3000.0","28172538"
"312440","ESPÍRITO SANTO DO DOURADO","MG","2020","2318","9768418","567","2422800.0","1155","4647600.0","0","0","2698018"
"312450","ESTIVA","MG","2020","4015","16555922","564","2271600.0","2673","10917300.0","1","3000.0","3364022"
"312460","ESTRELA DALVA","MG","2020","730","3133308","153","615900.0","327","1359900.0","1","3000.0","1154508"
"312470","ESTRELA DO INDAIÁ","MG","2020","874","3491634","249","954300.0","469","1824300.0","0","0","713034"
"312480","ESTRELA DO SUL","MG","2020","1906","8058831","375","1514700.0","1063","4242300.0","1","3000.0","2298831"
"312490","EUGENÓPOLIS","MG","2020","3615","15232575","857","3519000.0","1533","6210900.0","0","0","5502675"
"312500","EWBANK DA CÂMARA","MG","2020","1334","5960781","307","1305000.0","476","1927800.0","2","6000.0","2721981"
"312510","EXTREMA","MG","2020","11577","45873439","1935","8005800.0","8668","33207000.0","5","18000.0","4642639"
"312520","FAMA","MG","2020","646","2667306","80","343800.0","498","2017500.0","1","3000.0","303006"
"312530","FARIA LEMOS","MG","2020","1038","4689291","148","680100.0","439","1747500.0","0","0","2261691"
"312540","FELÍCIO DOS SANTOS","MG","2020","2145","8829196","666","2611800.0","480","1902000.0","0","0","4315396"
"312550","SÃO GONÇALO DO RIO PRETO","MG","2020","992","4114228","283","1144800.0","229","880200.0","0","0","2089228"
"312560","FELISBURGO","MG","2020","2734","10980469","432","1708200.0","561","2136300.0","0","0","7135969"
"312570","FELIXLÂNDIA","MG","2020","4715","20871327","790","3384300.0","2717","11082900.0","0","0","6404127"
"312580","FERNANDES TOURINHO","MG","2020","1140","4603772","312","1240200.0","487","1875600.0","0","0","1487972"
"312590","FERROS","MG","2020","3347","13995820","637","2585100.0","1400","5661000.0","2","6000.0","5743720"
"312595","FERVEDOURO","MG","2020","4437","18755463","766","3251100.0","1920","7943100.0","0","0","7561263"
"312600","FLORESTAL","MG","2020","2657","10929553","751","3085200.0","1628","6465300.0","1","3000.0","1376053"
"312610","FORMIGA","MG","2020","18854","78692191","3141","13164600.0","13823","56116800.0","0","0","9410791"
"312620","FORMOSO","MG","2020","3122","13031498","584","2348700.0","598","2388000.0","1","3000.0","8291798"
"312630","FORTALEZA DE MINAS","MG","2020","981","4128970","155","633900.0","687","2858400.0","0","0","636670"
"312640","FORTUNA DE MINAS","MG","2020","1126","4642971","276","1132200.0","628","2556300.0","1","3000.0","951471"
"312650","FRANCISCO BADARÓ","MG","2020","2659","10700079","644","2480700.0","580","2337900.0","0","0","5881479"
"312660","FRANCISCO DUMONT","MG","2020","1700","7363474","355","1388100.0","474","1898400.0","0","0","4076974"
"312670","FRANCISCO SÁ","MG","2020","8557","36973085","1458","5814600.0","3090","12371100.0","0","0","18787385"
"312675","FRANCISCÓPOLIS","MG","2020","1965","8528934","231","925500.0","559","2272200.0","0","0","5331234"
"312680","FREI GASPAR","MG","2020","2358","9887484","307","1271400.0","648","2574300.0","2","6000.0","6035784"
"312690","FREI INOCÊNCIO","MG","2020","3693","16348521","679","2819400.0","1171","4689900.0","0","0","8839221"
"312695","FREI LAGONEGRO","MG","2020","1573","6624044","207","825000.0","396","1630200.0","0","0","4168844"
"312700","FRONTEIRA","MG","2020","4503","18909900","810","3303600.0","2482","10349100.0","0","0","5257200"
